ФИО;Паспорт;СНИЛС;Симптомы;Врач;Дата визита;Анализы;Дата получения;Стоимость;Карта;Повторный прием
Сергеев Михаил Русланович;N60458421;824-205-181 72;слабость при нагрузке, одышка, перебои сердечного ритма;Кардиолог;2024-07-15T13:00;общий анализ крови + коагулограмма;2024-07-17T15:00;1650 руб.;GAZPROMBANK | VISA | 3266 5821 5996 1865;2024-07-18T16:00
Брагин Валентин Алексеевич;N23698260;167-730-160 27;реакции на раздражители, чихание, отечность;Аллерголог;2024-08-19T15:00;аллергопробы + общий анализ крови;2024-08-21T15:00;2850 руб.;GAZPROMBANK | VISA | 6402 6193 8473 8393;2024-08-22T16:00
Губанов Никита Викторович;N64783460;600-599-580 48;головная боль, мышечные подергивания, замедленная реакция;Невролог;2024-07-16T08:00;ЭЭГ + общий анализ крови;2024-07-18T13:30;2650 руб.;GAZPROMBANK | MIR | 9234 8395 4858 7003;2024-07-19T14:30
Пахомов Тимофей Львович;99 61 346847;914-548-941 13;повышение давления, слабость, отеки;Нефролог;2024-01-08T10:00;бактериологический посев мочи + общий анализ мочи;2024-01-10T10:00;1190 руб.;MTS BANK | VISA | 5274 2060 9843 2865;2024-01-11T11:00
Исаев Владислав Станиславович;60 29 341112;171-932-685 99;нарушение терморегуляции, жажда;Эндокринолог;2024-07-09T17:00;ТТГ;2024-07-12T08:00;410 руб.;VTB BANK | MASTERCARD | 2109 3768 5636 3280;2024-07-15T09:00
Егоров Владислав Игоревич;N69059112;597-387-689 65;нарушение терморегуляции, снижение энергии;Эндокринолог;2024-07-04T11:00;ТТГ + анализ на гормоны щитовидной железы;2024-07-05T14:00;1910 руб.;GAZPROMBANK | MIR | 4577 3220 9395 7471;2024-07-08T15:00
Яковлев Леонид Геннадьевич;18 13 421656;602-103-146 27;необъяснимые симптомы, наследственные риски;Генетик;2024-03-11T12:00;генетический анализ;2024-03-13T17:00;12000 руб.;SBERBANK OF RUSSIA | MIR | 8875 9893 7664 6458;2024-03-14T18:00
Денисов Глеб Витальевич;50 87 384898;982-805-190 21;покраснение кожи, высыпания, шелушение;Дерматолог;2024-11-25T15:00;биохимический анализ крови;2024-11-27T14:30;850 руб.;GAZPROMBANK | VISA | 4491 9482 8803 9165;2024-11-28T15:30
Авдеев Всеволод Александрович;AB4722013;981-951-965 78;кожные проявления;Аллерголог;2024-02-13T15:00;биохимический анализ крови + общий анализ крови;2024-02-15T14:30;1700 руб.;GAZPROMBANK | MIR | 7607 8841 1519 4268;2024-02-16T15:30
Кириллов Владимир Всеволодович;N92576795;823-459-960 91;нарушения сна, тревожность, апатия;Психиатр;2024-07-25T14:00;общий анализ крови + биохимический анализ крови;2024-07-29T10:00;1700 руб.;GAZPROMBANK | MASTERCARD | 8040 2372 4752 8539;2024-07-30T11:00
Добрынин Ярослав Леонидович;N23972217;110-872-341 20;боли в животе неясного происхождения, подозрение на внутренние изменения, изжога;Эндоскопист;2024-04-01T13:00;ФГДС + общий анализ крови + колоноскопия;2024-04-02T15:30;13850 руб.;SBERBANK OF RUSSIA | MASTERCARD | 1715 6053 1661 3239;2024-04-03T16:30
Соколов Филипп Русланович;AB8588739;938-985-333 69;слабость, отеки;Нефролог;2024-10-23T13:00;общий анализ мочи;2024-10-28T13:00;290 руб.;GAZPROMBANK | VISA | 8563 3591 5303 1479;2024-10-29T14:00
Лихачев Станислав Георгиевич;N97909722;764-625-827 48;нестабильный пульс, ухудшение переносимости нагрузки, выраженная боль в груди;Кардиохирург;2024-08-26T10:00;ЭКГ + коагулограмма;2024-08-27T15:00;2300 руб.;MTS BANK | MASTERCARD | 2965 4353 6136 6283;2024-08-28T16:00
Григорьев Никита Васильевич;AB5673726;572-139-649 97;замедленная речь, трудности произношения;Логопед;2024-03-11T09:00;общий анализ крови + психодиагностика;2024-03-13T14:30;5850 руб.;GAZPROMBANK | MASTERCARD | 7157 7107 9127 9294;2024-03-14T15:30
Александров Олег Антонович;65 99 884175;883-894-171 64;дискомфорт в носоглотке, першение в горле, снижение слуха;Лор;2024-08-14T12:00;общий анализ крови + аудиометрия;2024-08-16T09:00;2050 руб.;MTS BANK | MIR | 4310 2175 5366 5768;2024-08-19T10:00
Блинов Филипп Федорович;N69811186;523-692-314 73;чихание, отечность, кожные проявления;Аллерголог;2024-12-26T12:00;аллергопробы + биохимический анализ крови + общий анализ крови;2024-12-30T09:00;3700 руб.;SBERBANK OF RUSSIA | MIR | 4680 4219 4500 7478;2024-12-31T10:00
Анисимов Руслан Александрович;19 33 519203;565-713-920 62;сыпь, повышенная температура;Педиатр;2024-02-26T15:00;общий анализ крови;2024-02-27T09:30;850 руб.;GAZPROMBANK | VISA | 3170 9725 2329 2092;2024-02-28T10:30
Назаров Владимир Леонидович;AB5394056;336-531-945 48;покраснение;Хирург;2024-02-12T10:00;УЗИ органов брюшной полости + общий анализ крови + биохимический анализ крови;2024-02-13T11:30;4200 руб.;TINKOFF BANK | MASTERCARD | 7354 2504 4247 3761;2024-02-14T12:30
Никитин Степан Елисеевич;AB2872519;523-738-200 27;скованность движений, утомляемость;Ортопед;2024-03-04T16:00;рентген грудной клетки;2024-03-06T11:30;1200 руб.;GAZPROMBANK | VISA | 6814 9732 1983 9986;2024-03-07T12:30
Рубцов Яков Станиславович;37 98 401336;348-143-562 41;ощущение нехватки воздуха, стеснение в груди;Пульмонолог;2024-05-14T16:00;спирометрия;2024-05-17T11:30;1800 руб.;TINKOFF BANK | VISA | 8530 8926 9406 8922;2024-05-20T12:30
Грачев Елисей Степанович;20 78 299588;558-830-160 88;врожденные особенности, системные нарушения, атипичные проявления;Генетик;2024-10-07T08:00;биохимический анализ крови + генетический анализ;2024-10-09T14:00;12850 руб.;TINKOFF BANK | VISA | 2734 8080 7509 5241;2024-10-10T15:00
Сергеев Тимофей Григорьевич;AB3285898;716-863-840 61;чувствительность;Стоматолог;2024-07-19T11:00;биохимический анализ крови + общий анализ крови;2024-07-22T13:30;1700 руб.;TINKOFF BANK | VISA | 5869 2570 4917 9489;2024-07-23T14:30
Михайлов Мирон Григорьевич;52 94 516177;633-975-365 72;отек, чувствительность, неприятный запах;Стоматолог;2024-04-22T14:00;общий анализ крови + рентген зубов + биохимический анализ крови;2024-04-23T17:00;2400 руб.;SBERBANK OF RUSSIA | MASTERCARD | 6604 9402 4806 4992;2024-04-24T18:00
Ковалев Сергей Ярославович;27 79 555066;217-365-455 92;дискомфорт в животе, тяжесть после еды, тошнота;Гастроэнтеролог;2024-10-07T12:00;биохимический анализ крови + ФГДС;2024-10-10T16:00;6350 руб.;VTB BANK | MASTERCARD | 6004 3920 8083 9543;2024-10-11T17:00
Юдин Савва Дмитриевич;76 97 177329;209-241-453 63;ухудшение зрения, сухость;Офтальмолог;2024-07-22T14:00;офтальмоскопия;2024-07-23T12:30;600 руб.;TINKOFF BANK | MASTERCARD | 3466 1878 6277 9788;2024-07-24T13:30
Якунин Михаил Андреевич;35 76 704270;890-234-665 82;отек, боль после повреждения;Травматолог;2024-01-12T13:00;МРТ сустава + общий анализ крови;2024-01-15T14:00;7350 руб.;VTB BANK | VISA | 9456 4819 4336 5817;2024-01-16T15:00
Соболев Святослав Семенович;AB8209326;651-342-294 72;сыпь;Педиатр;2024-11-20T14:00;общий анализ мочи + биохимический анализ крови + общий анализ крови;2024-11-22T16:00;1990 руб.;VTB BANK | MIR | 5350 7893 9075 8470;2024-11-25T17:00
Мартынов Юрий Глебович;AB8219264;851-815-189 91;отказ от еды;Педиатр;2024-10-03T08:00;биохимический анализ крови;2024-10-07T12:00;850 руб.;MTS BANK | MASTERCARD | 9050 2714 5817 2431;2024-10-08T13:00
Ширяев Алексей Геннадьевич;AB5783440;561-299-602 63;тревожные мысли, выгорание;Психотерапевт;2024-05-20T16:00;общий анализ крови + ЭЭГ + психодиагностика;2024-05-21T17:00;7650 руб.;VTB BANK | MIR | 8882 9752 4592 3109;2024-05-22T18:00
Галкинов Анатолий Леонидович;AB5192768;255-461-338 25;синяки, деформация, ограничение подвижности;Травматолог;2024-02-01T12:00;МРТ сустава;2024-02-02T12:00;6500 руб.;TINKOFF BANK | VISA | 5399 8166 7873 3391;2024-02-05T13:00
Туров Евдоким Юрьевич;AB7096022;775-589-764 13;нарушения речи, трудности произношения;Логопед;2024-03-15T17:00;психодиагностика;2024-03-18T10:00;5000 руб.;GAZPROMBANK | MIR | 6248 1706 9608 9773;2024-03-19T11:00
Зуев Кирил Маркович;N82942260;544-157-500 70;нарушение чувствительности, замедленная реакция;Невролог;2024-04-17T13:00;МРТ головного мозга;2024-04-18T12:30;7500 руб.;VTB BANK | VISA | 8946 4445 1537 9818;2024-04-19T13:30
Борисов Алексей Антонович;N22438470;369-480-783 11;нестабильная температура;Терапевт;2024-03-04T16:00;общий анализ крови + общий анализ мочи + биохимический анализ крови;2024-03-06T13:00;1990 руб.;VTB BANK | MIR | 3790 5976 5021 8783;2024-03-07T14:00
Баранов Антон Владиславович;AB6911863;825-399-660 94;шелушение, зуд, изменения структуры кожи;Дерматолог;2024-04-17T13:00;общий анализ крови + биохимический анализ крови + соскоб кожи на грибки;2024-04-19T17:00;2400 руб.;TINKOFF BANK | MIR | 4215 2510 1792 8267;2024-04-22T18:00
Сафонов Ратмир Геннадьевич;21 44 232775;610-101-617 23;кожные проявления;Аллерголог;2024-09-27T12:00;общий анализ крови + биохимический анализ крови + аллергопробы;2024-09-30T13:00;3700 руб.;SBERBANK OF RUSSIA | MASTERCARD | 9196 9987 7185 3329;2024-10-01T14:00
Евдокимов Игорь Максимович;93 46 877263;947-981-227 57;жажда, усталость, нарушение терморегуляции;Эндокринолог;2024-05-13T15:00;ТТГ;2024-05-15T15:00;410 руб.;MTS BANK | VISA | 3250 3373 7419 2931;2024-05-16T16:00
Вавилов Семен Игоревич;AB8741916;688-952-261 96;чихание, слезоточивость;Аллерголог;2024-10-24T08:00;аллергопробы;2024-10-28T13:30;2000 руб.;MTS BANK | MIR | 9859 4248 7687 3900;2024-10-29T14:30
Евдокимов Никита Викторович;AB4357384;117-778-437 76;хронические боли;Физиотерапевт;2024-09-02T14:00;ультразвуковая терапия + магнитотерапия;2024-09-05T13:30;800 руб.;MTS BANK | MASTERCARD | 2794 8479 7760 4834;2024-09-06T14:30
Тимофеев Марат Степанович;23 22 525299;672-235-459 59;нарушения сна, апатия, потеря интереса;Психиатр;2024-04-24T09:00;биохимический анализ крови + психодиагностика;2024-04-25T13:00;5850 руб.;GAZPROMBANK | MIR | 6588 3727 4991 3966;2024-04-26T14:00
Савин Елисей Ильич;90 60 970367;442-118-249 14;системные нарушения, атипичные проявления;Генетик;2024-03-22T11:00;биохимический анализ крови + общий анализ крови;2024-03-25T16:30;1700 руб.;MTS BANK | MIR | 7463 4794 1512 7505;2024-03-26T17:30
Воронцов Радимир Васильевич;N47420501;991-568-563 17;неприятный запах, отек, зубная боль;Стоматолог;2024-04-23T09:00;общий анализ крови + рентген зубов;2024-04-25T09:00;1550 руб.;SBERBANK OF RUSSIA | VISA | 2060 4514 8591 2659;2024-04-26T10:00
Демидов Аркадий Петрович;55 40 342569;649-105-685 63;необъяснимые симптомы;Генетик;2024-09-09T15:00;биохимический анализ крови + генетический анализ;2024-09-11T14:00;12850 руб.;TINKOFF BANK | MIR | 3392 4241 2479 1314;2024-09-12T15:00
Алехин Григорий Данилович;N28007989;845-907-707 57;щелчки при глотании, снижение слуха;Лор;2024-07-15T15:00;мазок из зева + аудиометрия;2024-07-18T10:00;2000 руб.;VTB BANK | MIR | 5449 8798 4010 6737;2024-07-19T11:00
Агеев Кирилл Арсеньевич;AB1828267;745-197-218 11;изменение аппетита;Гастроэнтеролог;2024-03-21T09:00;общий анализ крови + ФГДС + биохимический анализ крови;2024-03-25T10:00;7200 руб.;SBERBANK OF RUSSIA | VISA | 1322 7573 1533 5189;2024-03-26T11:00
Гурьев Матвей Ростиславович;AB6370871;331-863-321 80;тошнота, дискомфорт в животе, вздутие;Гастроэнтеролог;2024-06-20T14:00;ФГДС;2024-06-21T17:00;5500 руб.;GAZPROMBANK | VISA | 2040 4618 7060 9233;2024-06-24T18:00
Панкратов Макар Яковлевич;AB6938502;737-293-689 96;ощущение нехватки воздуха, дыхательный дискомфорт, кашель;Пульмонолог;2024-07-19T17:00;рентген грудной клетки + общий анализ крови;2024-07-22T13:00;2050 руб.;VTB BANK | VISA | 5391 8548 1491 7415;2024-07-23T14:00
Нестеров Виктор Георгиевич;33 44 724283;190-991-825 14;изменение мочи;Нефролог;2024-05-15T10:00;общий анализ мочи + бактериологический посев мочи;2024-05-20T10:00;1190 руб.;GAZPROMBANK | MASTERCARD | 5413 5933 9305 8772;2024-05-21T11:00
Брагин Захар Николаевич;N88232905;422-459-556 54;дискомфорт после еды, трудности глотания;Эндоскопист;2024-11-20T15:00;колоноскопия + ФГДС;2024-11-21T18:00;13000 руб.;GAZPROMBANK | MIR | 2213 6145 7830 2555;2024-11-22T10:30
Королев Захар Валентинович;N84872659;435-533-901 74;трудности произношения, напряжение голоса;Логопед;2024-12-06T11:00;психодиагностика + общий анализ крови;2024-12-09T15:00;5850 руб.;SBERBANK OF RUSSIA | MIR | 7840 6740 8062 6985;2024-12-10T16:00
Лыткин Леон Артемьевич;42 55 643092;364-203-409 62;воспаление десен, чувствительность;Стоматолог;2024-09-03T15:00;биохимический анализ крови + рентген зубов + общий анализ крови;2024-09-05T09:30;2400 руб.;SBERBANK OF RUSSIA | MASTERCARD | 2876 1716 3839 7149;2024-09-06T10:30
Сидоров Харитон Станиславович;N69399211;525-397-697 85;вялость, кашель, сыпь;Педиатр;2024-04-02T11:00;общий анализ крови + биохимический анализ крови;2024-04-04T18:00;1700 руб.;SBERBANK OF RUSSIA | MIR | 4150 1075 7873 7541;2024-04-05T14:30
Белов Давид Семенович;AB9392911;370-225-496 55;ограничение подвижности, замедленное восстановление;Физиотерапевт;2024-02-27T10:00;ультразвуковая терапия + магнитотерапия + дарсонвализация;2024-03-01T09:00;1300 руб.;VTB BANK | MASTERCARD | 7754 5475 7968 7468;2024-03-04T10:00
Сидоров Яков Евгеньевич;72 58 265509;586-870-128 74;покраснение кожи;Дерматолог;2024-12-10T11:00;общий анализ крови + биохимический анализ крови + соскоб кожи на грибки;2024-12-12T17:30;2400 руб.;TINKOFF BANK | MASTERCARD | 9461 2769 6201 4658;2024-12-13T18:30
Муравьев Влад Романович;AB6652643;970-706-906 54;ухудшение зрения;Офтальмолог;2024-12-02T09:00;офтальмоскопия;2024-12-03T17:00;600 руб.;GAZPROMBANK | MASTERCARD | 9554 2124 1224 1300;2024-12-04T18:00
Панов Радимир Васильевич;23 68 316696;564-945-323 90;нарушение чувствительности, неустойчивость;Невролог;2024-08-07T14:00;ЭЭГ + общий анализ крови + МРТ головного мозга;2024-08-12T12:00;10150 руб.;GAZPROMBANK | VISA | 9367 6736 6046 4312;2024-08-13T13:00
Баранов Ростислав Яковлевич;63 85 330345;880-483-880 50;снижение энергии, проблемы с весом;Диетолог;2024-11-26T16:00;биохимический анализ крови + глюкоза крови + общий анализ мочи;2024-11-27T16:30;1400 руб.;VTB BANK | MASTERCARD | 1189 3366 4787 9831;2024-11-28T17:30
Гурьев Тимур Богданович;N62964953;908-550-578 50;напряжение голоса, нарушения речи, замедленная речь;Логопед;2024-03-13T14:00;аудиометрия + психодиагностика + общий анализ крови;2024-03-14T15:00;7050 руб.;GAZPROMBANK | MIR | 8621 3621 1023 3209;2024-03-15T16:00
Андреев Захар Романович;AB4422737;102-957-530 23;мышечные подергивания, неустойчивость;Невролог;2024-05-03T17:00;МРТ головного мозга;2024-05-06T17:30;7500 руб.;TINKOFF BANK | MIR | 2650 6985 8701 2787;2024-05-07T18:30
Агапов Давид Ильич;N11205935;137-394-975 30;кожные проявления, реакции на раздражители;Аллерголог;2024-08-28T11:00;аллергопробы + биохимический анализ крови;2024-08-29T14:00;2850 руб.;SBERBANK OF RUSSIA | MASTERCARD | 7604 5761 1449 9723;2024-08-30T15:00
Доронин Леон Васильевич;AB7574674;368-396-685 35;скованность;Реабилитолог;2024-10-16T15:00;консультация врача-реабилитолога + механотерапия;2024-10-21T14:00;5200 руб.;GAZPROMBANK | MASTERCARD | 3832 9509 6833 1599;2024-10-22T15:00
Коваленко Влад Макарович;93 73 671144;903-366-356 83;высыпания, покраснение кожи;Дерматолог;2024-05-07T11:00;биохимический анализ крови + соскоб кожи на грибки + общий анализ крови;2024-05-09T10:30;2400 руб.;GAZPROMBANK | MIR | 5069 4804 5066 3185;2024-05-10T11:30
Казаков Евгений Ярославович;78 94 494559;514-404-948 72;частые срыгивания, нестабильное дыхание, вялость;Неонатолог;2024-08-16T15:00;общий анализ крови + общий анализ мочи + биохимический анализ крови;2024-08-19T16:30;1990 руб.;MTS BANK | VISA | 8802 4125 5955 5802;2024-08-20T17:30
Комаров Александр Евгеньевич;N53807500;882-268-873 29;усталость;Диетолог;2024-09-03T12:00;биохимический анализ крови + глюкоза крови;2024-09-06T13:00;1110 руб.;SBERBANK OF RUSSIA | VISA | 5773 1814 7180 9116;2024-09-09T14:00
Агеев Сергей Данилович;AB5308219;327-789-376 49;ограничение подвижности;Физиотерапевт;2024-06-24T10:00;дарсонвализация + ультразвуковая терапия + магнитотерапия;2024-06-27T08:00;1300 руб.;MTS BANK | MASTERCARD | 6667 3238 3218 7997;2024-06-28T09:00
Игнатьев Демид Максимович;N28017945;313-305-990 99;вялость;Неонатолог;2024-05-08T10:00;общий анализ мочи + биохимический анализ крови + общий анализ крови;2024-05-10T11:30;1990 руб.;MTS BANK | MASTERCARD | 7390 1873 2632 7659;2024-05-13T12:30
Агапов Данила Владиславович;N81407309;617-115-734 70;напряжение глаз;Офтальмолог;2024-03-04T15:00;томография глаза + офтальмоскопия;2024-03-06T17:00;1000 руб.;TINKOFF BANK | MIR | 4775 5375 6893 3948;2024-03-07T18:00
Уваров Валентин Федорович;73 81 617628;631-599-609 58;слабость, ломота в теле, снижение энергии;Терапевт;2024-12-06T14:00;общий анализ крови + общий анализ мочи + биохимический анализ крови;2024-12-09T17:30;1990 руб.;TINKOFF BANK | VISA | 8267 8620 5358 1678;2024-12-10T18:30
Афанасьев Федор Александрович;AB6657197;579-693-997 35;трудности расслабления, выгорание;Психотерапевт;2024-12-20T14:00;общий анализ крови;2024-12-23T14:30;850 руб.;GAZPROMBANK | VISA | 3034 3237 3404 2837;2024-12-24T15:30
Суворов Прохор Леонидович;AB1047178;268-892-305 34;воспаление десен, неприятный запах, зубная боль;Стоматолог;2024-02-05T11:00;общий анализ крови;2024-02-07T18:00;850 руб.;SBERBANK OF RUSSIA | VISA | 3455 2754 8768 2080;2024-02-08T16:00
Денисов Матвей Яковлевич;N35760206;917-788-204 12;уплотнения, необъяснимая потеря веса;Онколог;2024-03-22T14:00;онкомаркеры + общий анализ крови + биохимический анализ крови;2024-03-25T11:00;4100 руб.;VTB BANK | MIR | 1579 3801 5277 9068;2024-03-26T12:00
Николаев Гавриил Михайлович;AB6799013;480-462-570 57;снижение аппетита, длительная боль;Онколог;2024-02-26T11:00;общий анализ крови + онкомаркеры + биохимический анализ крови;2024-02-28T12:00;4100 руб.;MTS BANK | MASTERCARD | 5599 9978 4550 1490;2024-02-29T13:00
Жуков Андрей Вадимович;62 89 171685;677-568-939 66;ограничение подвижности, деформация, боль после повреждения;Травматолог;2024-06-12T08:00;общий анализ крови;2024-06-13T12:30;850 руб.;VTB BANK | MIR | 8623 7850 2051 7882;2024-06-14T13:30
Жуков Григорий Коновалович;67 24 707393;963-816-784 98;ограничение подвижности, скованность, мышечное напряжение;Физиотерапевт;2024-10-24T10:00;дарсонвализация + ультразвуковая терапия + магнитотерапия;2024-10-25T12:00;1300 руб.;MTS BANK | VISA | 6297 8944 4554 8419;2024-10-28T13:00
Мочалов Марат Владиславович;AB4011621;748-390-938 44;головная боль;Невролог;2024-02-12T14:00;общий анализ крови;2024-02-14T11:30;850 руб.;MTS BANK | VISA | 3005 4733 6286 7175;2024-02-15T12:30
Быков Олег Юрьевич;N45170034;400-788-307 78;изменение мочи;Нефролог;2024-07-15T09:00;общий анализ мочи + УЗИ почек и мочевого пузыря;2024-07-16T11:00;2790 руб.;TINKOFF BANK | VISA | 4245 6076 1185 4959;2024-07-17T12:00
Зайцев Владислав Вадимович;N26003503;580-581-951 67;снижение аппетита, длительная боль;Онколог;2024-03-25T13:00;биохимический анализ крови + онкомаркеры;2024-03-26T18:00;3250 руб.;MTS BANK | MIR | 6095 3103 9109 4671;2024-03-27T12:00
Пономарев Харитон Юрьевич;AB1223914;427-638-215 64;ограничение подвижности, хронические боли;Физиотерапевт;2024-06-20T10:00;магнитотерапия + дарсонвализация;2024-06-21T15:00;850 руб.;MTS BANK | MASTERCARD | 5566 2640 3412 7841;2024-06-24T16:00
Самойлов Тимур Михайлович;62 81 450488;676-509-678 87;зубная боль, воспаление десен, чувствительность;Стоматолог;2024-06-10T08:00;рентген зубов;2024-06-13T08:00;700 руб.;MTS BANK | VISA | 3255 9389 2283 3446;2024-06-14T09:00
Суворов Святослав Данилович;47 48 321191;132-443-328 24;скованность, замедленное восстановление;Реабилитолог;2024-02-16T08:00;консультация врача-реабилитолога + механотерапия;2024-02-19T10:00;5200 руб.;MTS BANK | MIR | 6417 8773 6245 6908;2024-02-20T11:00
Шилов Гордей Игоревич;AB4527387;712-505-202 57;трудности расслабления, тревожные мысли, эмоциональное напряжение;Психотерапевт;2024-02-19T15:00;ЭЭГ + психодиагностика + общий анализ крови;2024-02-21T15:00;7650 руб.;VTB BANK | MASTERCARD | 8502 1087 2420 7387;2024-02-22T16:00
Андреев Тимур Глебович;N23995552;967-724-558 34;зуд;Дерматолог;2024-10-07T10:00;соскоб кожи на грибки + общий анализ крови;2024-10-09T10:00;1550 руб.;MTS BANK | MIR | 5517 7033 9425 9824;2024-10-10T11:00
Степанов Пётр Николаевич;36 24 728722;793-548-296 67;слабость, ломота в теле, общее недомогание;Терапевт;2024-08-07T11:00;общий анализ мочи + биохимический анализ крови;2024-08-09T12:30;1140 руб.;TINKOFF BANK | VISA | 3408 5677 9971 7363;2024-08-12T13:30
Афанасьев Емельян Константинович;N53299089;414-851-594 92;эмоциональное напряжение, тревожные мысли, выгорание;Психотерапевт;2024-03-07T12:00;психодиагностика;2024-03-11T12:00;5000 руб.;SBERBANK OF RUSSIA | VISA | 9296 7434 4509 7133;2024-03-12T13:00
Климов Дмитрий Макарович;AB3284817;120-728-566 60;снижение энергии;Терапевт;2024-06-05T10:00;общий анализ мочи + общий анализ крови;2024-06-10T11:30;1140 руб.;SBERBANK OF RUSSIA | MIR | 6819 4088 1522 5322;2024-06-11T12:30
Лихачев Валентин Евгеньевич;N84458613;223-364-187 90;слабость, повышение давления;Нефролог;2024-12-13T11:00;бактериологический посев мочи;2024-12-16T09:00;900 руб.;MTS BANK | MIR | 3830 4661 7643 7121;2024-12-17T10:00
Некрасов Георгий Глебович;AB9114374;105-613-495 80;кожные проявления, отечность, слезоточивость;Аллерголог;2024-02-06T09:00;общий анализ крови + аллергопробы;2024-02-09T10:00;2850 руб.;SBERBANK OF RUSSIA | MIR | 7006 4263 3369 7573;2024-02-12T11:00
Максимов Евгений Тимофеевич;N86343824;277-818-745 86;острая локальная боль, воспаление;Хирург;2024-06-21T17:00;биохимический анализ крови + общий анализ крови + УЗИ органов брюшной полости;2024-06-24T12:00;4200 руб.;MTS BANK | MASTERCARD | 5835 9214 2005 1441;2024-06-25T13:00
Фадеев Прохор Ильич;N53251960;743-261-183 63;изменения структуры кожи;Дерматолог;2024-11-04T14:00;общий анализ крови + биохимический анализ крови + соскоб кожи на грибки;2024-11-07T17:30;2400 руб.;VTB BANK | VISA | 6278 8797 3424 7322;2024-11-08T18:30
Рогов Владислав Яковлевич;27 84 153716;880-358-626 39;перепады настроения, потеря интереса;Психиатр;2024-11-04T11:00;психодиагностика + общий анализ крови + биохимический анализ крови;2024-11-06T12:00;6700 руб.;MTS BANK | MIR | 2039 8797 7727 4027;2024-11-07T13:00
Костин Савелий Максимович;N49315100;444-125-872 78;высыпания;Дерматолог;2024-11-07T10:00;общий анализ крови + биохимический анализ крови;2024-11-11T16:00;1700 руб.;GAZPROMBANK | MIR | 4965 6820 9681 6229;2024-11-12T17:00
Субботин Илья Витальевич;AB7995533;709-464-256 36;синяки, отек, ограничение подвижности;Травматолог;2024-12-23T09:00;рентген сустава + МРТ сустава + общий анализ крови;2024-12-24T18:00;8850 руб.;SBERBANK OF RUSSIA | VISA | 7100 8822 7947 2405;2024-12-25T16:30
Бобров Тимур Степанович;15 18 525702;176-143-279 69;острая локальная боль, покраснение;Хирург;2024-05-13T13:00;общий анализ крови;2024-05-14T12:00;850 руб.;SBERBANK OF RUSSIA | MASTERCARD | 1808 8661 2336 9666;2024-05-15T13:00
Маслов Федор Константинович;AB4019650;917-318-796 23;атипичные проявления;Генетик;2024-02-19T17:00;общий анализ крови + биохимический анализ крови;2024-02-22T13:00;1700 руб.;VTB BANK | MASTERCARD | 5839 2868 7915 5079;2024-02-23T14:00
Медведев Илья Ростиславович;78 25 347702;350-336-547 30;необъяснимая потеря веса, уплотнения, длительная боль;Онколог;2024-03-15T15:00;общий анализ крови + онкомаркеры + биохимический анализ крови;2024-03-18T16:00;4100 руб.;SBERBANK OF RUSSIA | MIR | 2678 6909 2823 8579;2024-03-19T17:00
Калашников Влад Павлович;22 11 136991;990-558-427 19;слезоточивость;Аллерголог;2024-01-29T13:00;биохимический анализ крови;2024-02-01T13:00;850 руб.;GAZPROMBANK | VISA | 5845 5918 7917 9522;2024-02-02T14:00
Артемьев Валерий Ростиславович;N34872195;792-258-350 64;утомляемость, снижение подвижности;Реабилитолог;2024-08-05T16:00;общий анализ крови;2024-08-08T12:00;850 руб.;MTS BANK | MASTERCARD | 7210 4254 8013 3683;2024-08-09T13:00
Игнатьев Владимир Михайлович;92 31 493290;446-177-612 82;нарушение питания, снижение энергии, пищевой дискомфорт;Диетолог;2024-04-08T10:00;общий анализ мочи;2024-04-10T16:00;290 руб.;TINKOFF BANK | MIR | 8300 9131 1990 6616;2024-04-11T17:00
Доронин Федор Егорович;N88966658;286-138-109 41;тяжесть после еды;Гастроэнтеролог;2024-05-27T10:00;биохимический анализ крови + общий анализ крови + ФГДС;2024-05-29T10:00;7200 руб.;VTB BANK | VISA | 7684 6298 7028 1715;2024-05-30T11:00
Большаков Кирил Аркадьевич;N61494014;965-945-582 87;проблемы с весом, пищевой дискомфорт, снижение энергии;Диетолог;2024-02-19T11:00;биохимический анализ крови + общий анализ мочи;2024-02-21T09:00;1140 руб.;TINKOFF BANK | VISA | 8899 8511 7763 3799;2024-02-22T10:00
Харитонов Евгений Всеволодович;AB3559390;538-684-193 37;воспаление, острая локальная боль, отек тканей;Хирург;2024-10-28T17:00;УЗИ органов брюшной полости + общий анализ крови + биохимический анализ крови;2024-10-31T17:30;4200 руб.;MTS BANK | MIR | 5145 8342 2735 5100;2024-11-01T18:30
Филатов Захар Кириллович;13 20 687402;167-416-988 44;мышечное напряжение;Физиотерапевт;2024-06-24T12:00;дарсонвализация + магнитотерапия + ультразвуковая терапия;2024-06-26T10:00;1300 руб.;SBERBANK OF RUSSIA | MASTERCARD | 7509 6017 6149 5727;2024-06-27T11:00
Киселев Мирон Михайлович;AB1710910;644-806-126 79;скованность движений, утомляемость, боли в суставах;Ортопед;2024-04-22T12:00;общий анализ крови;2024-04-23T09:30;850 руб.;SBERBANK OF RUSSIA | MIR | 6856 2043 8212 4992;2024-04-24T10:30
Герасимов Святослав Степанович;10 93 953858;630-156-684 11;мышечная слабость, скованность, замедленное восстановление;Реабилитолог;2024-02-07T10:00;механотерапия + консультация врача-реабилитолога;2024-02-09T12:00;5200 руб.;TINKOFF BANK | MASTERCARD | 2618 9591 6225 3319;2024-02-12T13:00
